"nid","node_revisions_body","node_revisions_format","node_created","node_title","node_data_field_meeting_location_field_meeting_location_value","node_type","node_vid","node_data_field_meeting_location_field_meeting_date_value","node_data_field_meeting_location_field_meeting_time_value","node_data_field_meeting_location_field_reception_time_value"
"267","<p>FEB 4 &mdash; Tronic is a New York based design and media studio founded in 2001 by Columbia Architecture graduates Jesse Seppi and Vivian Rosenthal. Their work moves between commercials, animation, architecture and experiential design. They&sup1;ve directed and animated spots for Nike, Adidas, Microsoft and LG, conceived and executed projects for Diesel, GE, Sharp and Wired (in store) and Nike, Smirnoff and Visionaire (online) and in general, have worked to eliminate lines delineating one form of creative media output from another. These visual futurists are boldly combining architecture, graphic design, film and animation through new uses of technology to create striking and conceptually based work.</p>
<p><a href=\"http://tronicstudio.com\">tronicstudio.com</a></p>","2","1229533822","February Meeting: NYC Studio, Tronic","Cityplace","meeting","267","2009-02-04T00:00:00","7pm","6pm"
"268","<p>Test</p>","2","1230066551","Test Meeting","Cityplace","meeting","268","2005-01-13T00:00:00","7 pm","6 pm"
"293","<p>MARCH 4 &mdash; Internationally known Chicago based photographer Sandro has been capturing moments with people for over 25 years. With numerous award-winning projects to his credit, he is one of today&rsquo;s foremost photographers. He has photographed many special creative projects and national advertising campaigns with clients around the globe including Nike, Ambassador Scotch, BMW, Coca-Cola and the US Army.</p>
<p>His work has been featured in Communication Arts, Graphis, The New Yorker, Time, and ESPN Magazine to name a few. Sandro has three books currently in print and three more in the works including&nbsp; I can&rsquo;t accept not trying (a collaboration with Michael Jordan), American Biker and Nudes on Plexi.</p>
<p><a href=\"http://www.sandrofilm.com\">sandrofilm.com</a></p>
<p>Special thanks to the <a href=\"http://www.asmpdallas.org/\">American Society of Media Photographers</a> for their generous support.</p>
<p><a href=\"http://www.asmpdallas.org\"><img src=\"http://www.dsvc.org/sites/default/files/imagecache/sponsored_by_image/images/sponsors/asmplogo.gif\" /></a></p>","2","1233360215","March Meeting: DSVC Welcomes Photographer Sandro","Cityplace","meeting","293","2009-03-04T00:00:00","7pm","6pm"
"397","<p>SEPT 9 &mdash; <a href=\"http://www.iancoyle.com/\">Ian Coyle</a> is a creative strategist, designer, speaker, interaction developer and all around decent fellow.<br />
<br />
Since 1999, Ian has focused on creating thoughtful, quality and relevant design. In 2001, he co-founded FL2, an internationally recognized interactive agency where he worked with brands such as Hewlett-Packard, Sun Microsystems, Westin Resorts and Sims Snowboards.<br />
<br />
In 2008, he opened <a href=\"http://www.superhero.es/\">Superheros</a>, a new studio and design consultancy focused on Design Thinking. <br />
<br />
Join us on September 9th at City Place when Ian will speak about the thinking behind his work online.</p>","2","1250618891","Sept. Meeting: DSVC Welcomes Internet Superhero, Ian Coyle","Cityplace","meeting","397","2009-09-09T00:00:00","7pm","6pm"
"318","<p>APR 3-4 &mdash; Please join us at the Renaissance Dallas Richardson Hotel as we welcome an incredible lineup of keynote speakers for The 5th Annual National Student Show &amp; Conference. Professionals are welcome to attend our keynote sessions!<em> DSVC Members - FREE! Non-Members $10 (per speaker)</em></p>
<p><em><br />
</em></p>
<p><strong>April 3 (10am-11am) STEFAN MUMAW<br />
</strong>Creative Director and Provider of All That Rocks at Reign &amp; Author of <a href=\"http://www.creativestretching.com/\">Caffeine for the Creative Mind</a><br />
<br />
<strong>April 3 (7pm-8pm) JOSEPH CECERE</strong><br />
Vice President, Creative Director | <a href=\"http://www.littleco.com\">LITTLE&amp;COMPANY</a><br />
<br />
<strong>April 4 (10am-11am) CHRISTIAN HELMS</strong><br />
President, <a href=\"http://www.thedecoderring.com/\">The Decoder Ring</a><br />
<br />
<strong>April 4 (3:30pm-4:30pm) MATT OWENS</strong><br />
Principal, <a href=\"http://www.volumeone.com/\">Volumeone</a></p>
<p><em><br />
</em></p>
<p><strong>Location:</strong><br />
<a href=\"http://www.marriott.com/hotels/travel/dalrd-renaissance-dallas-richardson-hotel/\">Renaissance Dallas Richardson Hotel</a><br />
900 E. Lookout Drive<br />
Richardson, Texas 75082</p>
<p><br />
<strong>And don&rsquo;t forget!</strong><br />
Friday evening we are hosting the 5th Annual National Student Show and Conference &quot;Opening Night Recess-ion mixer&quot;.<br />
Make the most of the &quot;recess-ion&quot; and join us while we network with industry professionals and conference attendees in a happy hour mixer.<br />
Friday evening April 3rd, immediately following our keynote speaker Joseph Cecere. <br />
<br />
Be sure to follow our blog <a href=\"http://nationalstudentshow.blogspot.com\">nationalstudentshow.blogspot.com</a> for the latest updates surrounding this years event, as well as a preview of this years show.</p>
<p>&nbsp;</p>","2","1236382671","April Meeting: DSVC Welcomes Four Speakers at a Special Time","Renaissance Dallas Richardson Hotel","meeting","318","2009-04-03T00:00:00","10am-11am & 3:30pm-4:30pm","no reception"
"423","<p>OCT 7 &mdash; Nancy Vonk has been the Co-Chief Creative Officer of <a href=\"http://www.ogilvy-canada.com/\">Ogilvy Toronto</a> since 1998 with partner Janet Kestin. They have won <a href=\"http://www.canneslions.com/\">Cannes Lions</a>, <a href=\"http://www.oneclub.org\">One Show Pencils</a>, <a href=\"http://www.commarts.com\">Communication Arts</a> and <a href=\"http://www.clioawards.com\">Clios</a>. They are the creative directors of &ldquo;<a href=\"http://www.youtube.com/watch?v=iYhCn0jf46U\">Evolution</a>&rdquo;, winner of two Grand Prix at <a href=\"http://en.wikipedia.org/wiki/Cannes\">Cannes</a> in 2007 and &ldquo;<a href=\"http://www.youtube.com/watch?v=BOuC5jjTZOI\">Diamond Shreddies</a>&rdquo;, winner of a Grand Clio in 2008.</p>
<p>She has judged awards shows including Communication Arts, The One Show, Cannes, the Clio Awards, D&amp;AD and the Creativity Awards, and has chaired shows in the U.S. and Canada including the 2008 <a href=\"http://www.adcglobal.org\">Art Director&rsquo;s Club of New York</a> 87th annual awards, where she was the first female chair in their history.</p>
<p>Nancy was included in Creativity magazine&rsquo;s Top 50 creative people of 2008 list and &lsquo;boards magazine&rsquo;s &ldquo;It List&rdquo; in 2006 and 2007. Nancy and Janet were named advertising women of the year by the <a href=\"http://www.thewinawards.com\">WIN Awards</a> in Los Angeles and by the <a href=\"http://www.awny.org\">AWNY Awards</a> in New York in 2007. They are on the <a href=\"http://alwayson.goingon.com/\">AlwaysOn</a> 2009 Madison Avenue IT list.</p>
<p>Nancy and Janet have a widely read advice column, &ldquo;<a href=\"http://ihaveanidea.org/askjancy/\">Ask Jancy</a>&rdquo;, on ad site <a href=\"http://ihaveanidea.org\">ihaveanidea.org</a>. They penned a critically acclaimed Adweek Book, &ldquo;<a href=\"http://www.amazon.com/Pick-Me-Breaking-Advertising-Staying/dp/0471715573\">Pick Me</a>&rdquo; in 2005, which has become a staple in advertising schools. They were the keynote speakers at the 2009 &ldquo;Women of Influence&rdquo; event. HarperCollins has commissioned a business book based on that speech (due on shelves in 2011). In 2006 Nancy co-founded &ldquo;Been There&rdquo;, a group of top North American female creative directors that offer online mentoring on <a href=\"http://creativeskirts.typepad.com/nancy_vonk/\">creativeskirts.com</a>. She is on the advisory board of the <a href=\"http://www.ocad.ca/\">Ontario College of Art and Design</a> and a mentor and lecturer at <a href=\"http://www.brandcenter.vcu.edu\">VCU Brandcenter</a>. Nancy was elected to the board of the One Club in 2009.</p>","2","1253715101","Oct. Meeting: Advertising Madwoman, Nancy Vonk","Cityplace","meeting","423","2009-10-07T00:00:00","7pm","6pm"
"329","<p>Art-o-mat machines are retired cigarette vending machines that have been converted to vend art. Clark Whittington of Art-o-mat will bring an Art-o-mat machine and discuss the project.<br />
<br />
The inspiration for Art-o-mat&reg; came to artist Clark Whittington while observing a friend who had a Pavlovian reaction to the crinkle of cellophane. When Whittington's friend heard someone opening a snack, he had the uncontrollable urge to have one too.<br />
<br />
In 1997, Whittington used a recently-banned cigarette machine to create the first Art-o-mat. The machine sold Whittington's black &amp; white photographs. The project has grown to 85 Art-o-mat machines and over 400 contributing artists from 10 different countries. One of the machines lives here locally at <a href=\"http://www.art251.com/\" target=\"_blank\">Art251</a>!<br />
<br />
Don&rsquo;t go &lsquo;round artless! Be sure to bring an extra five dollars to interact with the Art-o-mat machine, and take home some pocket size art!<br />
<br />
<a href=\"http://www.artomat.org/\" target=\"_blank\">Art-o-mat</a><br />
&nbsp;</p>","2","1239040328","May Meeting: Clark Whittington of Art-o-mat","Cityplace","meeting","329","2009-05-06T00:00:00","7pm","6pm"
"453","<p>DEC 2 &ndash; Aaron Draplin is on a mission to save graphic design from the bland apocalypse brought on by desktop publishing. His mid-western roots harken him back to a time when American designers were expert craftsman who skillfully set type and made simple, two-color illustrations with care. For the past two years he has made a pilgrimage to the <a href=\"http://www.127sale.com/\">World's Longest Yard Sale</a>, looking for relics of our great past. His <a href=\"http://www.flickr.com/photos/draplin/collections/\">collections of photos</a> from those trips show great examples of matchboxes, metal signs, tin cans, and beer labels from post-war America.&quot;The good old days.&quot;</p>
<p>Aaron does his part to make design a little better at his own shop, Draplin Design Co. in Portland Oregon. He fights the good fight for several snowboarding and winter clothing brands, along with the occasional hot dog stand, farmer, t-shirt shop, and <a href=\"http://www.modeproject.com/news/president-obama-unveils-new-logos-designed-by-mode-project/\">Presidential recovery program</a>. He also find time to share a bit of daily inspiration on <a href=\"http://www.draplin.com/\">his blog</a>, make a huge line of practical <a href=\"http://www.draplin.com/merch/\">DDC branded merch</a>, and devloped a popular band of little notepads called <a href=\"http://fieldnotesbrand.com/\">Field Notes</a>.</p>
<p>We hope to see you all there. And, DON'T FORGET, we've moved our meetings to the Magnolia Theater at West Village. If you go to City Place, you will be very lonely!</p>
<div jsvalues=\"$addrline:$this;\" jsselect=\"i.addressLines\" jstcache=\"112\" jsinstance=\"0\"><a href=\"http://maps.google.com/maps?f=q&amp;source=s_q&amp;hl=en&amp;geocode=&amp;q=magnolia+theater,+3699+mckinney+ave&amp;sll=32.590792,-97.086182&amp;sspn=1.75634,2.252197&amp;ie=UTF8&amp;filter=0&amp;rq=1&amp;ev=zi&amp;hq=magnolia+theater,+3699+mckinney+ave&amp;hnear=&amp;ll=32.72953,-97.086182&amp;spn=1.69588,2.252197&amp;z=9&amp;iwloc=C&amp;cid=6945627561112411685\"><span jsvalues=\".innerHTML:$addrline;dir:bidiDir($addrline,true)\" jsdisplay=\"$title||!$laddr||!$addrurl\" jstcache=\"122\" dir=\"ltr\">Magnolia Theater</span> at West Village</a></div>
<div jsvalues=\"$addrline:$this;\" jsselect=\"i.addressLines\" jstcache=\"112\" jsinstance=\"0\"><span jsvalues=\".innerHTML:$addrline;dir:bidiDir($addrline,true)\" jsdisplay=\"$title||!$laddr||!$addrurl\" jstcache=\"122\" dir=\"ltr\">3699 McKinney Ave</span>, <span jsvalues=\".innerHTML:$addrline;dir:bidiDir($addrline,true)\" jsdisplay=\"$title||!$laddr||!$addrurl\" jstcache=\"122\" dir=\"ltr\">Dallas, TX 75204</span></div>
<div jsdisplay=\"$features.embed&amp;&amp;!i.title&amp;&amp;!m.laddr&amp;&amp;i.addressLines&amp;&amp;i.dtlsUrl\" jstcache=\"113\" style=\"display: none;\"><br jstcache=\"0\" />
<br />
<a target=\"_parent\" href=\"http://maps.google.com/\" jsvalues=\"href:i.dtlsUrl\" jstcache=\"124\">Get Directions</a><span class=\"tel\" jscontent=\"$this.number\" dir=\"ltr\" jstcache=\"96\"><br />
</span></div>","2","1258513957","Dec. Meeting: Portland Designer Aaron Draplin Is Saving America","Magnolia Theater","meeting","453","2009-12-02T00:00:00","7pm","6pm"
"431","<p>NOV 4 &ndash; At a combined age of only 53, Dan and Andre of <a href=\"http://dresscodeny.com\">dress code</a> have already had the dream jobs of working in motion and print at MTV. They met while studying graphic design at California College of the Arts, moved to New York, got to MTV and left to start their own studio a few years later. Their work has been shown in 3 museums and graced magazines and annuals, including I.D., BDA, Communication Arts, PRINT, Graphis, Metropolis, the Type Directors Club, The Art Directors Club, CMYK, HOW, Adobe, STEP Field Guide to Emerging Design Talent, and Young Guns. <br />
<br />
Dan and Andre also wrote a book called <a href=\"http://neversleepbook.com\">Never Sleep</a> &mdash; a book about transitioning from school to work in the field of graphic design &mdash; which is in stores now. To add to an already impressive set of resumes, they also co-teach Design, Type and New Media classes at Pratt Institute in Brooklyn which led to their <a href=\"http://funislearning.com\">Fun Is Learning</a> site &mdash; a resource for everything concerning graphic design students and young professionals.<br />
<br />
See more of Dan and Andre's work at <a href=\"http://neversleepbook.com\">neversleepbook.com</a>, <a href=\"http://funislearning.com\">funislearning.com</a> and <a href=\"http://swishahouse.biz\">swishahouse.biz</a>.</p>
<p>&nbsp;</p>","2","1255045241","Nov. Meeting: Dan Covert and Andre Andreev of Dress Code, NYC","Cityplace","meeting","431","2009-11-04T00:00:00","7pm","6pm"
